,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
2170,maria_at_10_am,"@Ozgbo_Nft https://t.co/BqXpg4IHuJ

We need to recognize the urgent need for the universal application to women of the rights and principles with regard to equality, security, liberty, integrity and dignity of all human beings. Thanks Ozge! 💛💙",https://twitter.com/maria_at_10_am/status/1461674619665096707,1,0,694,['Ozgbo_Nft']
2171,JAWS_NFT,In case you were wondering our team currently is half male and half female - because #Womeninnft #Femalempowerment #Equality Probably nothing… #NFT11222,https://twitter.com/JAWS_NFT/status/1461440603447869456,15,3,3000,
2172,WazirXNFT,"Enabling Equality in Equity generation!🚀

Join us with our female creator @lbc_sneha, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces!🤩

Follow this thread to check her Creation at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/CAVTgtXU28",https://twitter.com/WazirXNFT/status/1461332570826690570,27,2,43216,"['lbc_sneha', 'WazirXNFT']"
2173,WazirXNFT,"Enabling Equality in Equity generation!🚀

Join us with our female creator @MelvinNimmy, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces!🤩

Follow this thread to check her Creation at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/xkn4s6zeHo",https://twitter.com/WazirXNFT/status/1461329280801988609,10,0,43216,"['MelvinNimmy', 'WazirXNFT']"
2174,WazirXNFT,"Enabling Equality in Equity generation!🚀

Join us with our female collector @tarinikhanna97, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces!🤩

Follow this thread to check her Collection at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/HIMY8iKWSt",https://twitter.com/WazirXNFT/status/1461317692330156034,32,3,43216,"['tarinikhanna97', 'WazirXNFT']"
2175,WazirXNFT,"Enabling Equality in Equity generation!🚀

Join us with our female collector @anakims_art, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces!🤩

Follow this thread to check her Collection at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/miBSiIDgW8",https://twitter.com/WazirXNFT/status/1461312800718917635,39,6,43216,"['anakims_art', 'WazirXNFT']"
2176,WazirXNFT,"Enabling Equality in Equity generation!🚀

Join us with our female collector @itmerachna, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces!🤩

Follow this thread to check her Collection at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/mLRa5Q1pPL",https://twitter.com/WazirXNFT/status/1461305129508818951,16,0,43216,"['itmerachna', 'WazirXNFT']"
2177,WazirXNFT,"Enabling Equality in Equity generation! 🚀

Join us with our female collector @anukhandebharad, and our WazirX NFT Community, today at 8PM IST exclusively on our TwitterSpaces! 🤩

Follow this thread to check her Collection at @WazirXNFT marketplace.

https://t.co/1QCHQAxRt6

(1) https://t.co/bY6ceK3qM9",https://twitter.com/WazirXNFT/status/1461299341306392584,26,5,43216,"['anukhandebharad', 'WazirXNFT']"
2178,caffeinethemoon,"@DropYourNFT Hi, It’s my new NFT art on foundation! Everyone can run the world, boys can run the world, GIRLS CAN RUN THE WORLD. Equality is justice.  Reserve price at 0.3 ETH!  https://t.co/KKOrYPVFTr",https://twitter.com/caffeinethemoon/status/1461059890743427077,9,1,389,['DropYourNFT']
2179,go2skull,"NFT support marriage equality. 👫👭👬
How long will Snow White have to wait?
""Love has no gender"" ❤️🧡💛💚💙💜

""Snow White and Her Wedding Day"" Check it out : https://t.co/YDvKcnYWsi

#สมรสเท่าเทียม #อีกไม่นานนานแค่ไหน #nftart #NFTTHAILAND https://t.co/3JsT41Gon9",https://twitter.com/go2skull/status/1460955986529697800,64,56,1016,
2180,thisiskalvt,"@DropYourNFT Included this week, a one-of-kind hand-painted NFT of 
@WMNcycling 2021 Woman’s World Tour Jersey.The highest bidder will receive BOTH the framed-art piece as well as the minted #NFT  https://t.co/kB6iBIH1lW . #ThisFriday #Cyclingart #womaninsport #Equality 
@opensea https://t.co/aGmV4Yaf8k",https://twitter.com/thisiskalvt/status/1460935279313932288,1,0,36,"['DropYourNFT', 'WMNcycling', 'opensea']"
2181,thisiskalvt,"Included in this weeks auction, a one-of-kind hand-painted NFT of @WMNcycling 2021 Woman’s World Tour Jersey.The highest bidder will receive BOTH the framed-art piece as well as the minted #NFT 👉https://t.co/dzbPOSXbf1 
#ThisFriday #Cyclingart #womaninsport #Equality 
@opensea https://t.co/XkLB7H4LId",https://twitter.com/thisiskalvt/status/1460918761993687041,3,0,36,"['WMNcycling', 'opensea']"
2182,earthkrt_nft,"@LeBackpacker Be there for each other. Support their movements and their causes. Art and politics are same things, inseparable. Same way as gender equality and human rights. Flourished art culture requires all that. Be kind.",https://twitter.com/earthkrt_nft/status/1460909803522256896,14,0,2354,['LeBackpacker']
